o,d,flow
44007002600,25025090700,20
44007002600,44001030901,20
44007002600,44007012500,20
44007002600,44007013500,20
44007002600,44009050500,20
44007002700,44007000400,20
44007002700,44007000600,20
44007002700,44007001700,20
44007002700,44007002200,20
44007002700,44007003400,20
44007002700,44007012000,20
44007002700,44007012402,20
44007002700,44007018500,20
44007002800,25025010405,20
44007002800,36061002602,20
44007002800,44001030800,20
44007002800,44003022300,20
44007002800,44007011301,20
44007002800,44007012200,20
44007002800,44007017000,20
44007002900,25025061200,20
44007002900,44003021901,20
44007002900,44007003100,20
44007002900,44007003602,20
44007002900,44007010300,20
44007002900,44007011401,20
44007002900,44007013002,20
44007002900,44007014800,20
44007003100,09011870501,20
44007003100,25005631700,20
44007003100,25025010103,20
44007003100,25025081001,20
44007003100,25027742402,20
44007003100,44003022300,20
44007003100,44007001200,20
44007003100,44007010102,20
44007003100,44007014200,20
44007003200,25005631100,20
44007003200,44007002400,20
44007003300,44003021100,20
44007003300,44007001800,20
44007003300,44007013102,20
44007003300,44007015800,20
44007003300,44007016500,20
44007003400,25017328100,20
44007003400,25017357700,20
44007003400,25021414100,20
44007003400,44001030400,20
44007003400,44003022100,20
44007003400,44007002400,20
44007003400,44007011200,20
44007003400,44007011600,20
44007003400,44007012802,20
44007003400,44007015900,20
44007003400,44007017600,20
44007003500,09011690700,20
44007003500,25021413100,20
44007003500,44007000102,20
44007003500,44007002400,20
44007003500,44007002900,20
44007003500,44007010701,20
44007003500,44007011600,20
44007003601,25005611102,20
44007003601,44003021100,20
44007003601,44007010300,20
44007003602,44007003100,20
44007003602,44007003500,20
44007003700,25005644200,20
44007003700,25017353102,20
44007003700,44003022100,20
44007003700,44007016000,20
44007010101,25005631100,20
44007010101,44001030700,20
44007010101,44003020101,20
44007010101,44003022100,20
44007010101,44003980000,20
44007010101,44007000300,20
44007010101,44007016700,20
44007010102,25005631700,20
44007010102,44007003500,20
44007010200,44007010102,20
44007010300,44007010102,20
44007010300,44007012103,20
44007010300,44007012601,20
44007010300,44007014200,20
44007010300,44007017000,20
44007010300,44009050103,20
44007010400,25025030300,20
44007010501,25005650300,20
44007010501,25005651800,20
44007010501,44001030601,20
44007010501,44003021200,20
44007010501,44003022100,20
44007010501,44007003500,20
44007010501,44007013600,20
44007010502,25005630400,20
44007010502,25021415300,20
44007010502,44005040303,20
44007010502,44007002400,20
44007010502,44007002800,20
44007010502,44007003700,20
44007010502,44007010702,20
44007010502,44007011901,20
44007010502,44007013900,20
44007010600,44003020800,20
44007010600,44003022300,20
44007010600,44007000900,20
44007010600,44007002600,20
44007010600,44007002700,20
44007010600,44007010101,20
44007010600,44007011500,20
44007010600,44007016000,20
44007010701,44003021100,20
44007010701,44003022202,20
44007010701,44005040103,20
44007010701,44007010600,20
44007010701,44007012401,20
44007010702,25005611201,20
44007010702,25005631600,20
44007010702,25017374000,20
44007010702,25027754300,20
44007010702,44001030602,20
44007010702,44001030800,20
44007010702,44003022201,20
44007010702,44007011301,20
44007010702,44007013900,20
44007010800,25005645103,20
44007010800,25017352800,20
44007010800,25027757200,20
44007010800,42101000402,20
44007010800,44007000102,20
44007010800,44007003700,20
44007010800,44007011301,20
44007010800,44007012702,20
44007010800,44007014200,20
44007010800,44007014600,20
44007010800,44007015000,20
44007010800,44007016700,20
44007010900,25005610202,20
44007010900,25005611101,20
44007010900,44003020901,20
44007010900,44007002900,20
44007010900,44007011401,20
44007010900,44007012802,20
44007010900,44007014200,20
44007010900,44007017400,20
44007010900,44007018500,20
44007011000,25005600203,20
44007011000,25005615100,20
44007011000,25005631600,20
44007011000,25005641700,20
44007011000,25017383101,20
44007011000,25021441203,20
44007011000,44007001800,20
44007011000,44007002900,20
44007011000,44007010101,20
44007011000,44007010502,20
44007011000,44007010900,20
44007011000,44007011100,20
44007011000,44007011701,20
44007011000,44007011702,20
44007011000,44007016500,20
44007011000,44007016800,20
44007011000,44007017300,20
44007011000,44009051201,20
44007011100,44007002700,20
44007011100,44007011600,20
44007011100,44007015100,20
44007011100,44007016300,20
44007011100,44007018400,20
44007011200,25021415200,20
44007011200,25021442102,20
44007011200,25023508101,20
44007011200,44007000200,20
44007011200,44007002400,20
44007011200,44007010501,20
44007011200,44007010800,20
44007011200,44007011901,20
44007011200,44007012803,20
44007011200,44007015800,20
44007011200,44007018400,20
44007011301,25005630400,20
44007011301,25005631700,20
44007011301,25021456200,20
44007011301,25023542101,20
44007011301,44007002500,20
44007011301,44007014600,20
44007011301,44007015400,20
44007011301,44007015500,20
44007011301,44007018000,20
44007011302,44007010300,20
44007011302,44007010900,20
44007011302,44007011701,20
44007011302,44007015100,20
44007011302,44007016700,20
44007011401,25005630300,20
44007011401,25005630400,20
44007011401,25005631600,20
44007011401,44007000300,20
44007011401,44007000700,20
44007011401,44007000900,20
44007011401,44007002600,20
44007011401,44007013002,20
44007011401,44009050103,20
44007011402,25021441203,20
44007011402,25025070101,20
44007011402,44003022100,20
44007011402,44007011500,20
44007011402,44007012602,20
44007011403,25005613800,20
44007011403,25005640800,20
44007011403,25005641800,20
44007011403,25021442201,20
44007011403,25027733000,20
44007011403,44007002300,20
44007011403,44007011500,20
44007011403,44007015600,20
44007011403,44007016800,20
44007011403,44007018000,20
44007011500,25005630400,20
44007011500,25017388100,20
44007011500,25025060600,20
44007011500,25025981800,20
44007011500,44003021901,20
44007011500,44003022201,20
44007011500,44007012801,20
44007011500,44007016300,20
44007011500,44007017400,20
44007011600,25005651800,20
44007011600,25021412100,20
44007011600,44007001900,20
44007011600,44007003400,20
44007011600,44007012601,20
44007011701,25005631800,20
44007011701,44007010400,20
44007011701,44007010800,20
44007011701,44007010900,20
44007011701,44007011401,20
44007011701,44007011901,20
44007011702,25005633200,20
44007011702,44007000700,20
44007011702,44007001100,20
44007011702,44007001900,20
44007011702,44007002900,20
44007011702,44007010600,20
44007011702,44007012601,20
44007011702,44007015100,20
44007011702,44007016000,20
44007011702,44007018000,20
44007011800,25005631400,20
44007011800,25005644102,20
44007011800,25005644200,20
44007011800,44007011500,20
44007011800,44007018200,20
44007011901,44007012104,20
44007011901,44007013900,20
44007011902,25021410100,20
44007011902,25021413200,20
44007011902,44003020901,20
44007011902,44007010101,20
44007011902,44007011301,20
44007011902,44007012000,20
44007011902,44007012601,20
44007011902,44007014000,20
44007011902,44007017500,20
44007012000,25021422301,20
44007012000,44007000101,20
44007012000,44007002800,20
44007012000,44007011902,20
44007012000,44007013002,20
44007012102,44003980000,20
44007012102,44007002000,20
44007012102,44007003300,20
44007012102,44007012300,20
44007012102,44007012601,20
44007012102,44007014000,20
44007012102,44007018000,20
44007012103,44007003200,20
44007012104,25005600202,20
44007012104,25017383600,20
44007012104,25025010600,20
44007012104,25027754100,20
44007012104,44003022100,20
44007012104,44007013201,20
44007012104,44007016000,20
44007012200,25005612200,20
44007012200,25017368200,20
44007012200,25021412300,20
44007012200,25025090901,20
44007012200,27019090301,20
44007012200,44007000300,20
44007012200,44007000900,20
44007012200,44007010102,20
44007012200,44007010300,20
44007012200,44007011301,20
44007012200,44007014000,20
44007012200,44007015100,20
44007012200,44007017100,20
44007012300,09015904500,20
44007012300,25005630300,20
44007012300,25025070900,20
44007012300,44003021200,20
44007012300,44007002200,20
44007012300,44007002500,20
44007012300,44007003700,20
44007012300,44007011402,20
44007012300,44007011500,20
44007012300,44007012602,20
44007012300,44007013102,20
44007012300,44007013800,20
44007012300,44007016100,20
44007012300,44009050302,20
44007012300,44009051504,20
44007012401,25005615100,20
44007012401,25005631100,20
44007012401,25005640100,20
44007012401,44007000400,20
44007012401,44007000500,20
44007012401,44007002600,20
44007012401,44007012602,20
44007012401,44007013702,20
44007012401,44009051202,20
44007012402,44007001800,20
44007012402,44007011600,20
44007012402,44007013900,20
44007012402,44007014700,20
44007012500,25005630400,20
44007012500,44003022300,20
44007012500,44007000101,20
44007012500,44007011701,20
44007012601,44007010300,20
44007012601,44007013002,20
44007012602,25021442102,20
44007012602,44007001100,20
44007012602,44007003400,20
44007012602,44007010200,20
44007012602,44007011000,20
44007012602,44007012803,20
44007012602,44007014000,20
44007012602,44007015200,20
44007012701,25005631800,20
44007012701,25027731700,20
44007012701,44003021100,20
44007012701,44003022100,20
44007012701,44007000300,20
44007012701,44007001400,20
44007012701,44007003300,20
44007012701,44007010501,20
44007012701,44007012803,20
44007012701,44007013101,20
44007012701,44007013202,20
44007012702,44007000300,20
44007012702,44007010102,20
44007012702,44007011403,20
44007012702,44007012300,20
44007012702,44007012500,20
44007012702,44007016000,20
44007012801,25005631600,20
44007012801,25021441204,20
44007012801,25021442201,20
44007012801,25027744400,20
44007012801,44007000300,20
44007012801,44007003602,20
44007012801,44007010300,20
44007012801,44007012500,20
44007012801,44007013101,20
44007012801,44007015000,20
44007012801,44007015200,20
44007012802,25021413500,20
44007012802,44003980000,20
44007012802,44007002300,20
44007012802,44007012401,20
44007012802,44007012701,20
44007012803,25005610202,20
44007012803,25025081001,20
44007012803,25027749100,20
44007012803,44007002000,20
44007012803,44007010400,20
44007012803,44007012000,20
44007012803,44007012701,20
44007012803,44007013001,20
44007012803,44007013102,20
44007012803,44007014600,20
44007012803,44007015900,20
44007012803,44007018400,20
44007012900,09015907100,20
44007012900,25005631100,20
44007012900,25005632200,20
44007012900,25027745100,20
44007012900,44007002300,20
44007012900,44007011401,20
44007012900,44007012102,20
44007012900,44007012103,20
44007012900,44007013600,20
44007012900,44007013900,20
44007012900,44007016700,20
44007012900,44007017900,20
44007013001,25021442102,20
44007013001,44003020800,20
44007013001,44007002500,20
44007013001,44007011301,20
44007013001,44007011500,20
44007013001,44007012602,20
44007013001,44007017600,20
44007013001,44009050103,20
44007013002,25005610204,20
44007013002,25017320102,20
44007013002,25017388100,20
44007013002,44007014000,20
44007013101,09015903200,20
44007013101,09015904400,20
44007013101,44003020800,20
44007013101,44007001100,20
44007013101,44007002200,20
44007013101,44007012300,20
44007013101,44007013001,20
44007013101,44007013600,20
44007013101,44007015100,20
44007013101,44007018500,20
44007013102,44001030200,20
44007013102,44003020602,20
44007013102,44007001100,20
44007013201,44003020300,20
44007013201,44003020603,20
44007013201,44003021502,20
44007013201,44007000300,20
44007013201,44007001500,20
44007013201,44007003500,20
44007013201,44007010300,20
44007013201,44007012702,20
44007013201,44007013702,20
44007013202,25027732203,20
44007013202,44003020300,20
44007013202,44005041602,20
44007013202,44007001800,20
44007013202,44007011800,20
44007013202,44007013300,20
44007013202,44007014200,20
44007013202,44007014501,20
44007013202,44007018200,20
44007013202,44009051302,20
44007013202,44009051306,20
44007013300,09015905100,20
44007013300,44003020101,20
44007013300,44003020603,20
44007013300,44003021002,20
44007013300,44003022300,20
44007013300,44007014300,20
44007013400,44001030800,20
44007013400,44003020800,20
44007013400,44007000300,20
44007013400,44007000900,20
44007013400,44007002400,20
44007013400,44007003300,20
44007013400,44007010101,20
44007013500,25021441204,20
44007013500,44007000900,20
44007013500,44007002300,20
44007013500,44007010502,20
44007013500,44007013600,20
44007013500,44007016700,20
44007013500,44009050103,20
44007013500,44009051306,20
44007013600,25005641200,20
44007013600,44003021902,20
44007013600,44007003400,20
44007013600,44007012401,20
44007013600,44007012601,20
44007013701,25005631100,20
44007013701,25027744200,20
44007013701,44007000101,20
44007013701,44007000102,20
44007013701,44007000700,20
44007013701,44007002000,20
44007013701,44007010300,20
44007013701,44007011600,20
44007013701,44007012401,20
44007013701,44007013600,20
44007013701,44007013800,20
44007013701,44007015700,20
44007013701,44007017100,20
44007013701,44007018100,20
44007013702,25017350900,20
44007013702,44003021800,20
44007013702,44003022100,20
44007013702,44003022300,20
44007013800,25005632100,20
44007013800,44001030601,20
44007013800,44007000200,20
44007013800,44007001800,20
44007013800,44007002200,20
44007013800,44007011401,20
44007013800,44007012300,20
44007013800,44007012402,20
44007013800,44007013702,20
44007013800,44007015000,20
44007013900,09011690700,20
44007013900,44007002200,20
44007014000,25005631200,20
44007014000,25021418003,20
44007014000,25025120201,20
44007014000,44003022100,20
44007014000,44007010300,20
44007014000,44007011401,20
44007014000,44007014400,20
44007014000,44009050103,20
44007014100,25021400700,20
44007014100,25027741102,20
44007014100,44003022000,20
44007014100,44003022201,20
44007014100,44007003700,20
44007014100,44007010502,20
44007014100,44007015100,20
44007014200,44003020101,20
44007014200,44007000800,20
44007014300,25027754100,20
44007014300,44007000600,20
44007014300,44007003300,20
44007014300,44007003500,20
44007014300,44007010102,20
44007014300,44009051400,20
44007014400,25025020301,20
44007014400,25027744300,20
44007014400,44007000101,20
44007014400,44007001800,20
44007014400,44007010200,20
44007014400,44007013701,20
44007014400,44007014300,20
44007014400,44007014400,20
44007014400,44007018000,20
44007014501,25005610202,20
44007014501,25021400500,20
44007014501,25021412300,20
44007014501,25021440100,20
44007014501,44003020703,20
44007014501,44003022202,20
44007014501,44005040500,20
44007014501,44005041300,20
44007014501,44007000300,20
44007014501,44007001500,20
44007014501,44007011800,20
44007014501,44007012803,20
44007014501,44007013202,20
44007014502,44007002500,20
44007014502,44007013400,20
44007014502,44007014300,20
44007014502,44007017100,20
44007014600,25005640500,20
44007014600,25021456200,20
44007014600,44003020500,20
44007014600,44003021903,20
44007014600,44003022000,20
44007014600,44005041200,20
44007014600,44007001100,20
44007014600,44007001500,20
44007014600,44007002300,20
44007014600,44007002600,20
44007014600,44007012300,20
44007014600,44007013400,20
44007014600,44007018500,20
44007014700,44001030700,20
44007014700,44007003200,20
44007014700,44007003700,20
44007014700,44007010300,20
44007014700,44007014502,20
44007014800,09011701100,20
44007014800,44001030800,20
44007014800,44007012601,20
44007014800,44007014400,20
44007015000,25021442102,20
44007015000,44003021902,20
44007015000,44007002200,20
44007015000,44007003100,20
44007015000,44007003700,20
44007015000,44007012103,20
44007015000,44007016300,20
44007015000,44007018400,20
44007015000,44007018500,20
44007015100,25005630300,20
44007015100,44007001100,20
44007015100,44007001200,20
44007015100,44007003100,20
44007015100,44007003500,20
44007015100,44007003601,20
44007015100,44007003602,20
44007015100,44007003700,20
44007015100,44007010102,20
44007015100,44007014000,20
44007015100,44007016000,20
44007015100,44007017000,20
44007015100,44007017100,20
44007015200,44007013900,20
44007015300,25005612200,20
44007015300,25005631200,20
44007015300,25021421200,20
44007015300,25023511702,20
44007015300,44007002400,20
44007015300,44007011800,20
44007015400,25025010600,20
44007015400,44007010102,20
44007015400,44007016500,20
44007015400,44007017100,20
44007015500,25005630102,20
44007015500,25005631200,20
44007015500,25005631400,20
44007015500,25021411100,20
44007015500,25021415200,20
44007015500,25021441203,20
44007015500,44007010502,20
44007015500,44007010900,20
44007015500,44007011403,20
44007015500,44007015700,20
44007015600,25021400700,20
44007015600,44003020800,20
44007015600,44003021100,20
44007015700,25005631200,20
44007015700,25005632200,20
44007015700,44007010101,20
44007015700,44007011301,20
44007015700,44007015500,20
44007015700,44007016000,20
44007015700,44007016300,20
44007015800,25025070200,20
44007015800,44001030902,20
44007015800,44007002400,20
44007015800,44007002900,20
44007015800,44007014200,20
44007015900,25021413500,20
44007015900,25025070101,20
44007015900,44007003100,20
44007015900,44007015800,20
44007016000,25005631700,20
44007016000,25021442102,20
44007016000,44007000800,20
44007016000,44007003700,20
44007016000,44007010200,20
44007016000,44007016500,20
44007016100,25005631100,20
44007016100,25005646101,20
44007016100,25005651800,20
44007016100,25023511200,20
44007016100,44003980000,20
44007016100,44007000400,20
44007016100,44007000700,20
44007016100,44007011500,20
44007016100,44007012601,20
44007016100,44007012602,20
44007016100,44007014300,20
44007016100,44007015300,20
44007016100,44007016300,20
44007016100,44009051202,20
44007016300,36085031902,20
44007016300,44007000101,20
44007016300,44007000600,20
44007016300,44007010300,20
44007016300,44007016000,20
44007016400,25005630300,20
44007016400,25005631200,20
44007016400,25005640800,20
44007016400,25005642500,20
44007016400,25005645103,20
44007016400,25021415102,20
44007016400,44007000700,20
44007016400,44007011702,20
44007016400,44007012602,20
44007016400,44007016000,20
44007016500,25005613100,20
44007016500,44003020703,20
44007016500,44003022202,20
44007016500,44007001500,20
44007016500,44007010102,20
44007016500,44007010501,20
44007016500,44007010502,20
44007016500,44007011600,20
44007016500,44007012601,20
44007016600,44007003500,20
44007016600,44007015200,20
44007016600,44007017100,20
44007016700,25005651002,20
44007016700,25021416101,20
44007016700,25025010600,20
44007016700,44007002500,20
44007016700,44007015600,20
44007016800,25021412300,20
44007016800,25025010405,20
44007016800,44007002000,20
44007016800,44007014000,20
44007016800,44007017000,20
44007016900,25005631100,20
44007016900,25025070101,20
44007016900,44007000200,20
44007016900,44007001500,20
44007016900,44007015300,20
44007016900,44007016900,20
44007016900,44007017000,20
44007017000,25005613100,20
44007017000,25005630400,20
44007017000,44001030902,20
44007017000,44003022100,20
44007017000,44007010501,20
44007017000,44007012803,20
44007017000,44007016400,20
44007017000,44007016800,20
44007017000,44009050301,20
44007017100,25005617101,20
44007017100,25005630200,20
44007017100,25005631200,20
44007017100,25005631600,20
44007017100,25005632100,20
44007017100,25017341300,20
44007017100,25023524101,20
44007017100,25025010600,20
44007017100,44007003100,20
44007017100,44007010102,20
44007017100,44007010501,20
44007017100,44007012802,20
44007017100,44007015400,20
44007017100,44007017500,20
44007017300,44003021903,20
44007017300,44007018200,20
44007017400,25027744102,20
44007017400,25027744200,20
44007017400,44007011500,20
44007017400,44007012601,20
44007017400,44007012801,20
44007017400,44007012803,20
44007017400,44007017000,20
44007017400,44007017600,20
44007017500,25005630400,20
44007017500,25005644102,20
44007017500,44007000800,20
44007017500,44007010300,20
44007017500,44007011301,20
44007017500,44007017400,20
44007017500,44007017600,20
44007017600,44005041200,20
44007017600,44007011200,20
44007017600,44007011301,20
44007017600,44007011402,20
44007017600,44007014600,20
44007017600,44007015500,20
44007017600,44007017400,20
44007017600,44007018500,20
44007017700,44003021902,20
44007017700,44007000600,20
44007017700,44007012601,20
44007017700,44007013002,20
44007017800,25017385202,20
44007017800,25025981300,20
44007017800,25027744300,20
44007017800,44007012200,20
44007017800,44007017500,20
44007017800,44007018400,20
44007017900,25027747102,20
44007017900,26125140302,20
44007017900,44003021100,20
44007017900,44007012803,20
44007017900,44007018400,20
44007018000,25027730401,20
44007018000,25027750100,20
44007018000,44003020200,20
44007018000,44007011500,20
44007018000,44007017300,20
44007018100,25021442201,20
44007018100,44005041000,20
44007018100,44007017700,20
44007018100,44007018400,20
44007018200,25005612200,20
44007018200,25021441204,20
44007018200,25021442102,20
44007018200,44003021100,20
44007018200,44007000600,20
44007018200,44007002900,20
44007018200,44007010300,20
44007018200,44007010800,20
44007018200,44007011301,20
44007018200,44007012601,20
44007018200,44007012801,20
44007018200,44007016700,20
44007018200,44007018100,20
44007018300,25021443101,20
44007018300,44007011402,20
44007018300,44007013002,20
44007018300,44007014502,20
44007018300,44007018300,20
44007018400,25005630102,20
44007018400,25005630300,20
44007018400,25005631100,20
44007018400,25017370102,20
44007018400,25021402300,20
44007018400,25021402400,20
44007018400,25027709600,20
44007018400,25027731700,20
44007018400,44005040103,20
44007018500,44007002400,20
44007018500,44007003300,20
44007018500,44007010101,20
44007018500,44007010300,20
44009050102,44003022000,20
44009050102,44005040600,20
44009050102,44007002400,20
44009050102,44007013701,20
44009050102,44009050901,20
44009050103,44003021902,20
44009050103,44003022000,20
44009050103,44007002600,20
44009050103,44007014200,20
44009050103,44009050802,20
44009050104,44003021700,20
44009050104,44005040101,20
44009050104,44005041200,20
44009050104,44007013702,20
44009050104,44009051305,20
44009050104,51680000202,20
44009050301,44003020101,20
44009050301,44003021800,20
44009050301,44007002500,20
44009050301,44007012601,20
44009050301,44007014000,20
44009050301,44007014600,20
44009050301,44009050104,20
44009050301,44009050500,20
44009050301,44009050600,20
44009050302,44005041100,20
44009050302,44007003400,20
44009050302,44007011600,20
44009050302,44009050104,20
44009050302,44009050402,20
44009050401,09011702500,20
44009050401,25005613100,20
44009050401,44003020703,20
44009050401,44003021401,20
44009050401,44003022100,20
44009050401,44005040103,20
44009050401,44005041000,20
44009050401,44007000400,20
44009050401,44007002400,20
44009050401,44007003300,20
44009050401,44007015200,20
44009050401,44009051503,20
44009050402,44003020901,20
44009050402,44007011600,20
44009050402,44007014100,20
44009050402,44009051400,20
44009050500,25005631100,20
44009050500,44001030500,20
44009050500,44003021001,20
44009050500,44007000200,20
44009050500,44009050801,20
44009050600,09001245600,20
44009050600,44001030200,20
44009050600,44005040500,20
44009050600,44007000200,20
44009050600,44007003100,20
44009050600,44007010502,20
44009050600,44007013701,20
44009050600,44009051000,20
44009050600,44009051502,20
44009050700,09009142000,20
44009050700,09011696300,20
44009050700,25021417400,20
44009050700,44003020904,20
44009050700,44007003601,20
44009050700,44007012500,20
44009050700,44009050401,20
44009050801,09011707100,20
44009050801,44003020903,20
44009050801,44009051202,20
44009050802,09011702300,20
44009050802,44009050902,20
44009050802,44009051000,20
44009050802,44009051400,20
44009050901,09011696500,20
44009050901,09011702400,20
44009050901,44009041500,20
44009050901,44009051102,20
44009050902,09003460204,20
44009050902,09011696700,20
44009050902,09011702300,20
44009050902,09011702800,20
44009050902,09011705400,20
44009050902,09011707100,20
44009050902,09011716101,20
44009050902,36087011102,20
44009050902,44007018000,20
44009050902,44009050301,20
44009050902,44009050500,20
44009051000,09011705200,20
44009051101,44003020901,20
44009051101,44003021100,20
44009051101,44005041300,20
44009051102,09011701100,20
44009051102,44009051201,20
44009051201,25005613100,20
44009051201,44001030902,20
44009051201,44003021100,20
44009051201,44005040303,20
44009051202,44009050104,20
44009051202,51059440502,20
44009051302,44003020101,20
44009051302,44003021100,20
44009051302,44003022201,20
44009051302,44007011402,20
44009051302,44009050302,20
44009051302,44009050600,20
44009051304,44009050102,20
44009051304,44009050301,20
44009051304,44009051101,20
44009051304,44009051201,20
44009051305,09007541401,20
44009051305,25001014900,20
44009051305,44007010501,20
44009051305,44007014400,20
44009051306,25025010702,20
44009051306,44001030800,20
44009051306,44007002900,20
44009051306,44009051101,20
44009051400,36119009300,20
44009051400,44005040700,20
44009051400,44007012601,20
44009051502,44003020800,20
44009051502,44005040304,20
44009051502,44005041200,20
44009051502,44007000200,20
44009051502,44009050102,20
44009051502,44009050500,20
44009051503,44007002500,20
44009051503,44009051101,20
44009051503,55079091200,20
44009051504,34041032200,20
44009051504,44003020800,20
44009051504,44005040500,20
44009051504,44007000102,20
44009051504,44009050802,20
51710006607,44005041200,20
54003971201,44009051306,20
34003006201,44007000800,20
34025808001,44001030800,20
36091062506,44009051305,20
42079213400,44003021100,20
48439105507,44001030400,20
06001422300,44007003602,15
06037702002,44007003400,15
06041110100,44007013600,15
06059088104,44007000800,15
06073013301,44007003602,15
06083002932,44007003500,15
12009068101,44007000800,15
12021000402,44009051502,15
12021010903,44007000800,15
12021010903,44007003300,15
12021011201,44003020703,15
12069031307,44007012402,15
12071040115,44009050801,15
12081000808,44007000600,15
12099005926,44007018500,15
12103027501,44001030700,15
17043841404,44007014501,15
04013319201,44005040200,15
09001060600,44007002300,15
09001060700,44009050802,15
09003405600,44005040400,15
09003511300,44007002500,15
09003514500,44009050801,15
09005253400,44009051400,15
09007541402,44005040103,15
09007550100,44007000800,15
09007580100,44003021100,15
09007670200,44007002300,15
09007670200,44007018400,15
09009151000,44007013900,15
09009151100,44007012500,15
09009166001,44007000300,15
09009170800,44007000700,15
09011690300,44007011401,15
09011690300,44009050801,15
09011690900,44009051201,15
09011693300,44009050902,15
09011693600,44009051400,15
09011693700,44003020800,15
09011696500,44003021100,15
09011701100,44007000800,15
09011701100,44009050301,15
09011701100,44009050901,15
09011701200,44009050802,15
09011702100,44005040500,15
09011702700,44007002500,15
09011702700,44007003602,15
09011702900,44005041200,15
09011703000,44007001900,15
09011705101,44005041200,15
09011705101,44007013900,15
09011705101,44009050103,15
09011705101,44009051000,15
09011705101,44009051101,15
09011705101,44009051502,15
09011705102,44007000800,15
09011705200,44005041200,15
09011705200,44009050802,15
09011705300,44009050801,15
09011705400,44009051000,15
09011707100,44005040400,15
09011707100,44009051504,15
09011708100,44009050801,15
09011709100,44003020603,15
09011709100,44003020800,15
09011709100,44003020903,15
09011709100,44007010300,15
09011709100,44009050802,15
09011710100,44009050600,15
09011716101,44005040302,15
09013526102,44003020703,15
09013538201,44007015100,15
09013881300,44007003602,15
09013881500,44003021903,15
09013881500,44003022100,15
09013881500,44005040302,15
09013890202,44003022300,15
09015800500,44007002400,15
09015901100,44007013001,15
09015901100,44007014200,15
09015902500,44003020101,15
09015903100,44003021100,15
09015903100,44007002600,15
09015903100,44007003700,15
09015903200,44003020800,15
09015904100,44003021901,15
09015904100,44003022000,15
09015904100,44003022100,15
09015904100,44005040303,15
09015904100,44007000800,15
09015904100,44007010102,15
09015904100,44007011702,15
09015904100,44007012701,15
09015904100,44007012900,15
09015904100,44007013102,15
09015904100,44007013300,15
09015904100,44007013600,15
09015904500,44007000600,15
09015904500,44007014502,15
09015905100,44003020602,15
09015905100,44003022201,15
09015905100,44007003602,15
09015905100,44007011901,15
09015905100,44009050301,15
09015907100,44005041200,15
09015907200,44009051000,15
09015907300,44005041100,15
09015908100,44003022100,15
09015908100,44007000700,15
09015908100,44007002500,15
09015908100,44007011301,15
09015908100,44009041500,15
13219030500,44007000800,15
18163003801,44007000101,15
25001012001,44007012104,15
25001012601,44007010400,15
25001012700,44007000800,15
25001012800,44007011600,15
25001013500,44007000800,15
25001013500,44007002300,15
25001013500,44007011902,15
25001013600,44005040200,15
25001013600,44007000800,15
25001013700,44007011302,15
25001013800,44007010200,15
25005600203,44007011401,15
25005600203,44007012602,15
25005610100,44003021100,15
25005610100,44007003601,15
25005610100,44007012601,15
25005610202,44003022000,15
25005610202,44003980000,15
25005610202,44007003602,15
25005610202,44007015800,15
25005610203,44005040304,15
25005610203,44007000800,15
25005610203,44007002300,15
25005610203,44007011701,15
25005610203,44007012601,15
25005610203,44007014200,15
25005610204,44003021100,15
25005610204,44007012402,15
25005610204,44009050103,15
25005611101,44007000101,15
25005611102,44003022100,15
25005611201,44007003601,15
25005611201,44007011600,15
25005611201,44007013600,15
25005611201,44007017400,15
25005611202,44007000600,15
25005611202,44007011301,15
25005611202,44007015800,15
25005611202,44007017100,15
25005612100,44007012601,15
25005613100,44007011902,15
25005613100,44007012802,15
25005613100,44007013800,15
25005613300,44007016700,15
25005613400,44003980000,15
25005613400,44007010501,15
25005613800,44007010702,15
25005613901,44007011401,15
25005613902,44007014200,15
25005613902,44007015300,15
25005614101,44003021100,15
25005614101,44007018000,15
25005614102,44005040103,15
25005614102,44005040304,15
25005614102,44005041000,15
25005614102,44007002000,15
25005614102,44007002900,15
25005614102,44007012402,15
25005615100,44001030902,15
25005615100,44003021402,15
25005615100,44007000101,15
25005615100,44007010600,15
25005615100,44007013600,15
25005615100,44007015200,15
25005616100,44003980000,15
25005616100,44007010101,15
25005616100,44007018500,15
25005617102,44009050103,15
25005630101,44007010501,15
25005630101,44007011600,15
25005630101,44007012601,15
25005630101,44007017000,15
25005630102,44007000101,15
25005630102,44007000800,15
25005630102,44007017100,15
25005630200,44005040500,15
25005630200,44007002600,15
25005630200,44007010300,15
25005630200,44007011301,15
25005630200,44007012803,15
25005630200,44007016600,15
25005630200,44007016700,15
25005630200,44009050103,15
25005630300,44003021100,15
25005630300,44003021300,15
25005630300,44007000700,15
25005630300,44007010900,15
25005630300,44007011301,15
25005630300,44007011600,15
25005630300,44007012602,15
25005630300,44007014600,15
25005630400,44007001200,15
25005630400,44007010300,15
25005630400,44007010501,15
25005630400,44007010800,15
25005630400,44007010900,15
25005630400,44007011500,15
25005630400,44007012601,15
25005630400,44007014200,15
25005631100,44003020300,15
25005631100,44007000200,15
25005631100,44007001000,15
25005631100,44007002500,15
25005631100,44007003601,15
25005631100,44007010900,15
25005631100,44007014000,15
25005631100,44007015500,15
25005631100,44007016600,15
25005631100,44007017100,15
25005631200,44003022201,15
25005631200,44003022300,15
