o,d,flow
25005631200,44007001100,15
25005631200,44007002000,15
25005631200,44007002300,15
25005631200,44007011600,15
25005631200,44007012500,15
25005631300,44003020101,15
25005631300,44007010101,15
25005631300,44007010102,15
25005631300,44007013900,15
25005631300,44007016700,15
25005631400,44007003500,15
25005631600,44005040304,15
25005631600,44007000800,15
25005631600,44007010900,15
25005631600,44007012401,15
25005631600,44009050103,15
25005631700,44007010600,15
25005631700,44007011800,15
25005631700,44007012500,15
25005631700,44007015800,15
25005631800,44001030800,15
25005631800,44003022100,15
25005631800,44007000600,15
25005631800,44007010101,15
25005631800,44007013500,15
25005631800,44007013600,15
25005631800,44007014000,15
25005631800,44007016300,15
25005632100,44001030500,15
25005632100,44003021903,15
25005632100,44003022000,15
25005632100,44003022202,15
25005632100,44007002200,15
25005632100,44007002300,15
25005632100,44007002900,15
25005632100,44007010900,15
25005632100,44007011100,15
25005632100,44007011403,15
25005632100,44007011901,15
25005632100,44007012401,15
25005632100,44007012602,15
25005632100,44007013701,15
25005632100,44007014600,15
25005632100,44007015700,15
25005632100,44007015800,15
25005632100,44007016000,15
25005632100,44007016700,15
25005632100,44007016800,15
25005632100,44007017100,15
25005632100,44007018500,15
25005632200,44001030500,15
25005632200,44001030800,15
25005632200,44003020901,15
25005632200,44003022000,15
25005632200,44003022300,15
25005632200,44005040101,15
25005632200,44005040103,15
25005632200,44005041100,15
25005632200,44007000300,15
25005632200,44007000400,15
25005632200,44007002300,15
25005632200,44007002400,15
25005632200,44007002800,15
25005632200,44007010800,15
25005632200,44007011302,15
25005632200,44007012104,15
25005632200,44007012402,15
25005632200,44007013600,15
25005632200,44007014300,15
25005632200,44007015000,15
25005632200,44007015600,15
25005632200,44007015800,15
25005632200,44007015900,15
25005632200,44007017000,15
25005632200,44007017500,15
25005632200,44009050103,15
25005632200,44009050902,15
25005633100,44007010200,15
25005633100,44007010701,15
25005633100,44007012802,15
25005633100,44007015800,15
25005633200,44001030200,15
25005633200,44001030601,15
25005633200,44001030902,15
25005633200,44003020603,15
25005633200,44003022202,15
25005633200,44007002700,15
25005633200,44007002900,15
25005633200,44007015900,15
25005633200,44007016700,15
25005633200,44009051400,15
25005640100,44005041602,15
25005640100,44005041702,15
25005640100,44009050700,15
25005640200,44001030500,15
25005640200,44001030901,15
25005640200,44001030902,15
25005640200,44005040400,15
25005640200,44005041701,15
25005640200,44007010501,15
25005640300,44005040103,15
25005640300,44005040304,15
25005640500,44001030400,15
25005640500,44001030601,15
25005640500,44005040103,15
25005640500,44005040400,15
25005640500,44005041602,15
25005640500,44005041701,15
25005640500,44007000400,15
25005640500,44007010102,15
25005640500,44007010300,15
25005640600,44005040304,15
25005640600,44007010200,15
25005640600,44007010400,15
25005640700,44005040303,15
25005640700,44007018500,15
25005640800,44005040600,15
25005640800,44007000101,15
25005640901,44001030902,15
25005640901,44005040900,15
25005640901,44007000800,15
25005640901,44007002500,15
25005641000,44001030602,15
25005641300,44007012200,15
25005641500,44005040302,15
25005641700,44005040400,15
25005641700,44007013201,15
25005641700,44007015300,15
25005641900,44001030902,15
25005642000,44007012200,15
25005642100,44007013500,15
25005642100,44007014600,15
25005642300,44005041602,15
25005642300,44005041702,15
25005642300,44007003300,15
25005642400,44005040200,15
25005642400,44009051306,15
25005642500,44001030800,15
25005642500,44005040400,15
25005642500,44007001900,15
25005642500,44007010501,15
25005642500,44007010502,15
25005642500,44007014600,15
25005644101,44001030400,15
25005644101,44001030901,15
25005644101,44005040101,15
25005644101,44005040303,15
25005644101,44005040304,15
25005644101,44005041701,15
25005644101,44007000800,15
25005644101,44007011301,15
25005644101,44007013500,15
25005644101,44007014200,15
25005644101,44007016100,15
25005644101,44007017100,15
25005644101,44007018000,15
25005644101,44009050103,15
25005644102,44005041602,15
25005644102,44007000800,15
25005644200,44005041400,15
25005644200,44007010300,15
25005644200,44007010701,15
25005644200,44007011600,15
25005644200,44007013600,15
25005645101,44001030400,15
25005645101,44001030500,15
25005645101,44001030700,15
25005645101,44001030902,15
25005645101,44003022000,15
25005645101,44003980000,15
25005645101,44005040101,15
25005645101,44005041602,15
25005645101,44007000101,15
25005645101,44007000300,15
25005645101,44007011403,15
25005645101,44007012200,15
25005645102,44005041400,15
25005645102,44007002900,15
25005645102,44007011702,15
25005645103,44001030400,15
25005645103,44001030601,15
25005645103,44001030700,15
25005645103,44001030800,15
25005645103,44003020102,15
25005645103,44007000800,15
25005645103,44007003100,15
25005645103,44007003601,15
25005645103,44007010102,15
25005645103,44007011401,15
25005645103,44007013001,15
25005645103,44007016500,15
25005646101,44001030500,15
25005646101,44001030602,15
25005646101,44005040103,15
25005646101,44005041100,15
25005646101,44007011600,15
25005646103,44005040500,15
25005646103,44007000800,15
25005646103,44007002400,15
25005646103,44007003602,15
25005646104,44005041702,15
25005646104,44007011600,15
25005646104,44007011702,15
25005646104,44007012401,15
25005650101,44005040500,15
25005650101,44007010501,15
25005650101,44007018500,15
25005650102,44005040400,15
25005650201,44009051400,15
25005650300,44007000900,15
25005650700,44007002900,15
25005651002,44009051304,15
25005651500,44005040302,15
25005651500,44007010502,15
25005651500,44009051400,15
25005652200,44005040102,15
25005652200,44005041601,15
25005652700,44003021300,15
25005652800,44005041400,15
25005652800,44007000800,15
25005653101,44003020602,15
25005653101,44003021100,15
25005653101,44003022300,15
25005653101,44005041702,15
25005653101,44007001900,15
25005653102,44005040200,15
25005653102,44007014200,15
25005653203,44007011600,15
25005653203,44007013900,15
25005653203,44007016400,15
25005653204,44007000600,15
25005653204,44007002500,15
25005653204,44007011600,15
25005653301,44003021200,15
25005653301,44007003300,15
25005653304,44005041701,15
25005654100,44007003700,15
25005654100,44007011500,15
25005654200,44007002900,15
25005655300,44007003601,15
25009211100,44003021100,15
25009211300,44007016000,15
25009221800,44007001400,15
25009254402,44007000800,15
25011040300,44007003601,15
25013813404,44007011600,15
25015821903,44007000800,15
25017318300,44007000800,15
25017320104,44007018500,15
25017321200,44007002900,15
25017321500,44003020903,15
25017321500,44007012402,15
25017322100,44007011200,15
25017327103,44003020903,15
25017332200,44005040101,15
25017336300,44007000800,15
25017337102,44003980000,15
25017337202,44003022100,15
25017339200,44009051400,15
25017341500,44007018500,15
25017342201,44007002500,15
25017356500,44007000800,15
25017363104,44007012601,15
25017365100,44009051202,15
25017367200,44007000800,15
25017368102,44007000800,15
25017368102,44007018300,15
25017368600,44007016400,15
25017369100,44003021100,15
25017370202,44007003602,15
25017370300,44007000101,15
25017383700,44007014200,15
25017383902,44007011401,15
25017385100,44009050802,15
25017387201,44007000800,15
25017387201,44007014100,15
25017387201,44007018500,15
25021400400,44007000400,15
25021400400,44007000900,15
25021400500,44007000600,15
25021400600,44007003300,15
25021402200,44003021100,15
25021403100,44001030800,15
25021403100,44007002400,15
25021403100,44007012601,15
25021403400,44007001400,15
25021403500,44007003100,15
25021407100,44007012402,15
25021407100,44007014200,15
25021407100,44007018500,15
25021408101,44007011402,15
25021408101,44007012601,15
25021410100,44007000600,15
25021410100,44007010300,15
25021410300,44007002900,15
25021410300,44007012402,15
25021410400,44007000600,15
25021410400,44007011403,15
25021410400,44007011600,15
25021410400,44007012104,15
25021410400,44007012200,15
25021410400,44007012601,15
25021410400,44007016100,15
25021410400,44009051306,15
25021411100,44003020800,15
25021411100,44007010102,15
25021411100,44007011401,15
25021411100,44007012801,15
25021411100,44007017800,15
25021411301,44007000102,15
25021411301,44007002400,15
25021411301,44007010502,15
25021412300,44007000800,15
25021413200,44007000800,15
25021413402,44007014200,15
25021414100,44007000600,15
25021414100,44007011600,15
25021414200,44003021100,15
25021414200,44007000400,15
25021414200,44007000600,15
25021414200,44007000800,15
25021414200,44007017900,15
25021414300,44007012402,15
25021415102,44007003601,15
25021415200,44007012601,15
25021416102,44007013900,15
25021417602,44007002300,15
25021420100,44007011600,15
25021420302,44007011401,15
25021421200,44007010502,15
25021421200,44007012601,15
25021440100,44003020703,15
25021440100,44003021100,15
25021440100,44007001100,15
25021440100,44007003300,15
25021440100,44007010502,15
25021440100,44007012401,15
25021440100,44007014200,15
25021441202,44003020903,15
25021441202,44007012802,15
25021441202,44007018000,15
25021441203,44005040103,15
25021442102,44007000800,15
25021442102,44007011702,15
25021442102,44007014200,15
25021442102,44007017100,15
25021442103,44003021100,15
25021442201,44003022100,15
25021442201,44007002900,15
25021442201,44007012601,15
25021442201,44007018500,15
25021442202,44007012803,15
25021443101,44007011301,15
25021443102,44003021100,15
25021443102,44007011301,15
25021443102,44007011403,15
25021443102,44007011600,15
25021443102,44007012200,15
25021443102,44007012701,15
25021443102,44007012801,15
25021443102,44009051400,15
25021456402,44007010701,15
25021457200,44007018500,15
25023504101,44007000800,15
25023505101,44007012601,15
25023506204,44003021902,15
25023508101,44009050302,15
25023509101,44007014200,15
25023509102,44007000600,15
25023511000,44009051400,15
25023511301,44007015900,15
25023511702,44001030800,15
25023520100,44007003500,15
25023522102,44007011403,15
25023525101,44007012402,15
25023525104,44005040600,15
25023525104,44005040900,15
25023525104,44007012601,15
25023525104,44007013900,15
25023526100,44005040900,15
25023530500,44007011500,15
25023530801,44007011401,15
25023530902,44007012803,15
25023540101,44001030601,15
25023540102,44003021902,15
25023540102,44005041100,15
25023540103,44003021902,15
25023540103,44005040103,15
25023540103,44007002900,15
25023540103,44007017100,15
25023541100,44005040900,15
25023542200,44003980000,15
25023542200,44007000600,15
25023542200,44007012801,15
25023545100,44005040101,15
25023545100,44007015800,15
25023560100,44003021902,15
25023560100,44005040103,15
25023560100,44007012102,15
25023561100,44005041100,15
25023561200,44001030700,15
25025000401,44007002300,15
25025000802,44007012402,15
25025060301,44007012601,15
25025060600,44007001100,15
25025070200,44007010502,15
25025070500,44007003602,15
25025070800,44007003602,15
25025070900,44007018300,15
25025080801,44007012802,15
25025092000,44007000600,15
25025092200,44007012601,15
25025100601,44005041601,15
25025100800,44007000600,15
25025120103,44007010501,15
25025130100,44007000600,15
25025130100,44007012601,15
25025130402,44007011200,15
25025170100,44007012803,15
25027703100,44003021100,15
25027707300,44007000800,15
25027710600,44007010502,15
25027711100,44005040303,15
25027712101,44007012803,15
25027719100,44003022202,15
25027719100,44007011901,15
25027719100,44007012801,15
25027726100,44007003602,15
25027726100,44007018500,15
25027728100,44007000600,15
25027728200,44007000600,15
25027730401,44007011401,15
25027730600,44003020901,15
25027730600,44007018500,15
25027730902,44007018500,15
25027732201,44007003602,15
25027732600,44007012200,15
25027736400,44007000800,15
25027737100,44007018400,15
25027738100,44007011600,15
25027738202,44007018500,15
25027739200,44007012803,15
25027739500,44003020800,15
25027739500,44007000800,15
25027739500,44007012601,15
25027740102,44007012601,15
25027742401,44007003601,15
25027742401,44007011402,15
25027744101,44007000300,15
25027744101,44007000600,15
25027744101,44007014200,15
25027744200,44007014200,15
25027744400,44007012803,15
25027745100,44007002900,15
25027745100,44007012601,15
25027746100,44003020903,15
25027746100,44007010102,15
25027747101,44007000900,15
25027747101,44007001500,15
25027747101,44007001900,15
25027747101,44007010900,15
25027747101,44007015800,15
25027747101,44007016000,15
25027747101,44007017400,15
25027747101,44007018300,15
25027747101,44009051400,15
25027747102,44007002400,15
25027747102,44007011402,15
25027747102,44007011701,15
25027747102,44007012801,15
25027747102,44007012802,15
25027747102,44007017500,15
25027748100,44003020903,15
25027748100,44007000800,15
25027748100,44007012601,15
25027748100,44007012802,15
25027748100,44007017800,15
25027748100,44007018400,15
25027749100,44007010800,15
25027749200,44007010900,15
25027749200,44007011600,15
25027749200,44007014000,15
25027749200,44007015800,15
25027749200,44007016700,15
25027750100,44007015200,15
25027750100,44007018000,15
25027750100,44007018500,15
25027750300,44003022300,15
25027750300,44007012801,15
25027751101,44003020800,15
25027751101,44007011301,15
25027751101,44007011600,15
25027751101,44007011902,15
25027751101,44007012803,15
25027751101,44007014600,15
25027751101,44007014800,15
25027751102,44007012601,15
25027751102,44007018500,15
25027752100,44003020800,15
25027752100,44003022202,15
25027752100,44007010300,15
